O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma
11-9131.00,Postmasters and Mail Superintendents,0.14285714285714285,0.5238095238095237,0.9047619047619047,0.23809523809523808,0.45238095238095233,0.6666666666666666
11-9141.00,"Property, Real Estate, and Community Association Managers",0.0,0.4431818181818182,0.8863636363636364,0.20454545454545456,0.4318181818181818,0.6590909090909091
11-9151.00,Social and Community Service Managers,0.07142857142857142,0.39285714285714285,0.7142857142857142,0.25,0.4464285714285714,0.6428571428571428
11-9161.00,Emergency Management Directors,0.0,0.4222222222222222,0.8444444444444444,0.4,0.6,0.8
11-9171.00,Funeral Home Managers,0.14285714285714285,0.42857142857142855,0.7142857142857142,0.2857142857142857,0.5357142857142857,0.7857142857142857
11-9179.01,Fitness and Wellness Coordinators,0.08695652173913043,0.3804347826086956,0.6739130434782609,0.08695652173913043,0.2934782608695652,0.5
11-9179.02,Spa Managers,0.23809523809523808,0.5238095238095237,0.8095238095238095,0.14285714285714285,0.3571428571428571,0.5714285714285714
11-9199.01,Regulatory Affairs Managers,0.11538461538461539,0.5576923076923077,1.0,0.19230769230769232,0.5384615384615385,0.8846153846153847
11-9199.02,Compliance Managers,0.08,0.52,0.96,0.34,0.54,0.74
11-9199.08,Loss Prevention Managers,0.056603773584905655,0.43396226415094336,0.8113207547169811,0.11320754716981132,0.36792452830188677,0.6226415094339622
11-9199.09,Wind Energy Operations Managers,0.0625,0.4375,0.8125,0.1875,0.40625,0.625
11-9199.10,Wind Energy Development Managers,0.06666666666666667,0.5333333333333333,1.0,0.26666666666666666,0.5333333333333333,0.8
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,0.046511627906976744,0.46511627906976744,0.8837209302325582,0.20930232558139533,0.4069767441860465,0.6046511627906976
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.17391304347826086,0.5434782608695652,0.9130434782608695,0.30434782608695654,0.3695652173913043,0.43478260869565216
13-1021.00,"Buyers and Purchasing Agents, Farm Products",0.05555555555555555,0.5277777777777778,1.0,0.05555555555555555,0.25,0.4444444444444444
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",0.03333333333333333,0.4666666666666667,0.9,0.1,0.4,0.7
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.05263157894736842,0.47368421052631576,0.894736842105263,0.15789473684210525,0.3684210526315789,0.5789473684210527
13-1031.00,"Claims Adjusters, Examiners, and Investigators",0.08,0.52,0.96,0.18,0.49,0.8
13-1032.00,"Insurance Appraisers, Auto Damage",0.0,0.5,1.0,0.14285714285714285,0.5,0.8571428571428571
13-1041.00,Compliance Officers,0.4545454545454546,0.6818181818181819,0.9090909090909092,0.4545454545454546,0.6136363636363636,0.7727272727272727
13-1041.01,Environmental Compliance Inspectors,0.17073170731707318,0.45121951219512196,0.7317073170731707,0.29268292682926833,0.4878048780487805,0.6829268292682927
13-1041.03,Equal Opportunity Representatives and Officers,0.4,0.6,0.8,0.3666666666666667,0.5,0.6333333333333333
13-1041.04,Government Property Inspectors and Investigators,0.11764705882352941,0.4411764705882353,0.7647058823529411,0.1764705882352941,0.3529411764705882,0.5294117647058824
13-1041.06,Coroners,0.13513513513513514,0.33783783783783783,0.5405405405405406,0.32432432432432434,0.4594594594594595,0.5945945945945946
13-1041.07,Regulatory Affairs Specialists,0.08928571428571427,0.5357142857142857,0.9821428571428571,0.42857142857142855,0.6696428571428571,0.9107142857142857
13-1041.08,Customs Brokers,0.2727272727272727,0.6363636363636364,1.0,0.3181818181818182,0.6022727272727273,0.8863636363636364
13-1051.00,Cost Estimators,0.0,0.5,1.0,0.15384615384615385,0.4807692307692308,0.8076923076923077
13-1071.00,Human Resources Specialists,0.33333333333333337,0.6444444444444445,0.9555555555555556,0.37777777777777777,0.5888888888888889,0.8
13-1074.00,Farm Labor Contractors,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0
13-1075.00,Labor Relations Specialists,0.16981132075471697,0.5471698113207547,0.9245283018867925,0.11320754716981131,0.44339622641509435,0.7735849056603773
13-1081.00,Logisticians,0.09090909090909091,0.5,0.9090909090909092,0.18181818181818182,0.4545454545454546,0.7272727272727273
13-1081.01,Logistics Engineers,0.03508771929824561,0.5175438596491228,1.0,0.47368421052631576,0.6842105263157894,0.894736842105263
13-1081.02,Logistics Analysts,0.1320754716981132,0.5660377358490566,1.0,0.3962264150943396,0.6509433962264151,0.9056603773584906
13-1082.00,Project Management Specialists,0.1,0.55,1.0,0.05,0.4,0.75
13-1111.00,Management Analysts,0.09523809523809523,0.40476190476190477,0.7142857142857142,0.19047619047619047,0.5,0.8095238095238095
13-1121.00,"Meeting, Convention, and Event Planners",0.10810810810810811,0.4864864864864865,0.8648648648648649,0.08108108108108109,0.3648648648648649,0.6486486486486487
13-1131.00,Fundraisers,0.15384615384615385,0.5192307692307693,0.8846153846153847,0.25,0.4903846153846154,0.7307692307692308
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",0.07894736842105263,0.47368421052631576,0.8684210526315789,0.3157894736842105,0.47368421052631576,0.631578947368421
13-1151.00,Training and Development Specialists,0.10526315789473684,0.5526315789473684,1.0,0.42105263157894735,0.5921052631578947,0.763157894736842
13-1161.00,Market Research Analysts and Marketing Specialists,0.0,0.5,1.0,0.23076923076923078,0.576923076923077,0.9230769230769231
13-1161.01,Search Marketing Strategists,0.09836065573770492,0.5491803278688525,1.0,0.01639344262295082,0.5081967213114754,1.0
13-1199.04,Business Continuity Planners,0.14634146341463417,0.5731707317073171,1.0,0.1951219512195122,0.5,0.8048780487804879
13-1199.05,Sustainability Specialists,0.21428571428571427,0.6071428571428571,1.0,0.42857142857142855,0.6785714285714285,0.9285714285714285
13-1199.06,Online Merchants,0.3620689655172414,0.6293103448275862,0.896551724137931,0.3103448275862069,0.5603448275862069,0.8103448275862069
13-1199.07,Security Management Specialists,0.17391304347826086,0.5217391304347826,0.8695652173913043,0.13043478260869565,0.41304347826086957,0.6956521739130435
13-2011.00,Accountants and Auditors,0.12,0.56,1.0,0.2,0.52,0.84
13-2022.00,Appraisers of Personal and Business Property,0.14285714285714285,0.5714285714285714,1.0,0.3571428571428571,0.5714285714285714,0.7857142857142857
13-2023.00,Appraisers and Assessors of Real Estate,0.017857142857142856,0.49107142857142855,0.9642857142857142,0.19642857142857142,0.46428571428571425,0.7321428571428571
13-2031.00,Budget Analysts,0.08,0.52,0.96,0.32,0.64,0.96
13-2041.00,Credit Analysts,0.1111111111111111,0.5555555555555556,1.0,0.2222222222222222,0.5555555555555556,0.8888888888888888
13-2051.00,Financial and Investment Analysts,0.0,0.46153846153846156,0.9230769230769231,0.15384615384615385,0.5,0.8461538461538463
13-2052.00,Personal Financial Advisors,0.05263157894736842,0.5,0.9473684210526315,0.39473684210526316,0.6710526315789473,0.9473684210526315
13-2053.00,Insurance Underwriters,0.14285714285714285,0.5714285714285714,1.0,0.14285714285714285,0.5,0.8571428571428571
13-2054.00,Financial Risk Specialists,0.06666666666666667,0.5333333333333333,1.0,0.23333333333333334,0.5833333333333334,0.9333333333333333
13-2061.00,Financial Examiners,0.06060606060606061,0.5,0.9393939393939394,0.30303030303030304,0.5757575757575758,0.8484848484848485
13-2071.00,Credit Counselors,0.2727272727272727,0.625,0.9772727272727273,0.4545454545454546,0.6931818181818182,0.9318181818181819
13-2072.00,Loan Officers,0.20454545454545456,0.5909090909090909,0.9772727272727273,0.34090909090909094,0.6477272727272727,0.9545454545454546
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",0.1935483870967742,0.5806451612903225,0.967741935483871,0.45161290322580644,0.6774193548387096,0.9032258064516129
13-2082.00,Tax Preparers,0.25,0.625,1.0,0.25,0.625,1.0
13-2099.01,Financial Quantitative Analysts,0.3783783783783784,0.6891891891891893,1.0,0.32432432432432434,0.6621621621621622,1.0
13-2099.04,"Fraud Examiners, Investigators and Analysts",0.09090909090909091,0.4772727272727273,0.8636363636363636,0.18181818181818182,0.5227272727272727,0.8636363636363636
15-1211.00,Computer Systems Analysts,0.5882352941176471,0.75,0.9117647058823529,0.11764705882352941,0.47058823529411764,0.8235294117647058
15-1211.01,Health Informatics Specialists,0.0,0.48484848484848486,0.9696969696969697,0.36363636363636365,0.6363636363636364,0.9090909090909092
15-1212.00,Information Security Analysts,0.34782608695652173,0.6521739130434783,0.9565217391304348,0.08695652173913043,0.5434782608695652,1.0
15-1221.00,Computer and Information Research Scientists,0.38461538461538464,0.6346153846153847,0.8846153846153847,0.23076923076923078,0.5,0.7692307692307693
15-1231.00,Computer Network Support Specialists,0.46153846153846156,0.6346153846153847,0.8076923076923077,0.23076923076923078,0.5384615384615385,0.8461538461538463
15-1232.00,Computer User Support Specialists,0.4444444444444444,0.611111111111111,0.7777777777777777,0.48148148148148145,0.6666666666666666,0.8518518518518519
15-1241.00,Computer Network Architects,0.390625,0.6640625,0.9375,0.203125,0.5546875,0.90625
15-1242.00,Database Administrators,0.8709677419354839,0.9354838709677419,1.0,0.29032258064516125,0.5967741935483871,0.9032258064516129
15-1243.00,Database Architects,0.7560975609756098,0.8780487804878049,1.0,0.24390243902439024,0.5975609756097561,0.951219512195122
15-1244.00,Network and Computer Systems Administrators,0.5405405405405406,0.7297297297297298,0.918918918918919,0.16216216216216217,0.5135135135135136,0.8648648648648649
15-1251.00,Computer Programmers,0.9,0.95,1.0,0.43333333333333335,0.6833333333333333,0.9333333333333333
15-1252.00,Software Developers,0.7894736842105263,0.8684210526315789,0.9473684210526315,0.05263157894736842,0.4473684210526315,0.8421052631578947
15-1253.00,Software Quality Assurance Analysts and Testers,0.8070175438596491,0.8771929824561403,0.9473684210526315,0.3157894736842105,0.6140350877192982,0.9122807017543859
15-1254.00,Web Developers,0.8653846153846154,0.9326923076923077,1.0,0.3076923076923077,0.6346153846153847,0.9615384615384616
15-1255.00,Web and Digital Interface Designers,0.6666666666666666,0.8333333333333333,1.0,0.36666666666666664,0.6833333333333333,1.0
15-1255.01,Video Game Designers,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.5833333333333333,1.0
15-2011.00,Actuaries,0.0,0.5,1.0,0.2222222222222222,0.537037037037037,0.8518518518518519
15-2021.00,Mathematicians,1.0,1.0,1.0,0.38095238095238093,0.6904761904761905,1.0
15-2041.00,Statisticians,0.5789473684210527,0.7894736842105263,1.0,0.47368421052631576,0.7105263157894737,0.9473684210526315
15-2051.00,Data Scientists,0.5,0.75,1.0,0.25,0.59375,0.9375
17-1011.00,"Architects, Except Landscape and Naval",0.06976744186046512,0.4883720930232558,0.9069767441860465,0.16279069767441862,0.43023255813953487,0.6976744186046512
17-2011.00,Aerospace Engineers,0.21428571428571427,0.5714285714285714,0.9285714285714285,0.14285714285714285,0.5178571428571428,0.8928571428571428
17-2021.00,Agricultural Engineers,0.07407407407407407,0.42592592592592593,0.7777777777777777,0.0,0.3333333333333333,0.6666666666666666
17-2031.00,Bioengineers and Biomedical Engineers,0.23076923076923075,0.5897435897435898,0.9487179487179487,0.2564102564102564,0.5384615384615384,0.8205128205128205
17-2041.00,Chemical Engineers,0.07692307692307693,0.46153846153846156,0.8461538461538463,0.07692307692307693,0.34615384615384615,0.6153846153846154
17-2051.00,Civil Engineers,0.07142857142857142,0.4464285714285714,0.8214285714285714,0.14285714285714285,0.375,0.6071428571428571
17-2061.00,Computer Hardware Engineers,0.5454545454545454,0.7272727272727273,0.9090909090909092,0.18181818181818182,0.3181818181818182,0.4545454545454546
17-2071.00,Electrical Engineers,0.28125,0.5625,0.84375,0.15625,0.40625,0.65625
17-2081.00,Environmental Engineers,0.12962962962962962,0.5555555555555556,0.9814814814814814,0.24074074074074073,0.5,0.7592592592592592
17-2112.00,Industrial Engineers,0.05263157894736842,0.5263157894736842,1.0,0.3157894736842105,0.6052631578947368,0.894736842105263
17-2131.00,Materials Engineers,0.14634146341463417,0.4878048780487805,0.8292682926829269,0.14634146341463417,0.3170731707317073,0.4878048780487805
17-2141.00,Mechanical Engineers,0.023255813953488372,0.45348837209302323,0.8837209302325582,0.18604651162790697,0.37209302325581395,0.5581395348837209
19-1011.00,Animal Scientists,0.125,0.53125,0.9375,0.75,0.84375,0.9375
19-1013.00,Soil and Plant Scientists,0.0,0.4891304347826087,0.9782608695652174,0.43478260869565216,0.6304347826086957,0.8260869565217391
19-1021.00,Biochemists and Biophysicists,0.13636363636363635,0.4545454545454546,0.7727272727272727,0.20454545454545456,0.4431818181818182,0.6818181818181681
19-1022.00,Microbiologists,0.08333333333333333,0.3958333333333333,0.7083333333333333,0.08333333333333333,0.3125,0.5416666666666666
19-1023.00,Zoologists and Wildlife Biologists,0.09523809523809523,0.45238095238095233,0.8095238095238095,0.2857142857142857,0.5238095238095237,0.7619047619047619
19-1029.03,Geneticists,0.20930232558139533,0.5116279069767442,0.813953488372093,0.18604651162790697,0.47674418604651164,0.7674418604651163
19-1029.04,Biologists,0.20588235294117646,0.4852941176470588,0.7647058823529411,0.3235294117647059,0.38235294117647056,0.4411764705882353
19-1042.00,"Medical Scientists, Except Epidemiologists",0.18181818181818182,0.5227272727272727,0.8636363636363636,0.36363636363636365,0.5681818181818182,0.7727272727272727
19-2012.00,Physicists,0.5454545454545454,0.75,0.9545454545454546,0.5,0.6363636363636364,0.7727272727272727
19-2031.00,Chemists,0.08,0.38,0.68,0.28,0.4,0.52
19-2041.00,"Environmental Scientists and Specialists, Including Health",0.03225806451612903,0.5,0.967741935483871,0.4838709677419355,0.7258064516129032,0.967741935483871
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",0.11111111111111112,0.4666666666666667,0.8222222222222223,0.2888888888888889,0.4777777777777778,0.6666666666666667
19-3011.00,Economists,0.0,0.5,1.0,0.3333333333333333,0.4583333333333333,0.5833333333333333
19-3033.00,Clinical and Counseling Psychologists,0.09259259259259259,0.37037037037037035,0.6481481481481481,0.3333333333333333,0.5092592592592592,0.6851851851851851
19-3041.00,Sociologists,0.15384615384615385,0.5384615384615385,0.9230769230769231,0.38461538461538464,0.6153846153846154,0.8461538461538463
19-3051.00,Urban and Regional Planners,0.0,0.4772727272727273,0.9545454545454546,0.2727272727272727,0.5795454545454546,0.8863636363636364
19-3091.00,Anthropologists and Archeologists,0.05172413793103448,0.4396551724137931,0.8275862068965517,0.29310344827586204,0.5172413793103449,0.7413793103448276
19-3094.00,Political Scientists,0.041666666666666664,0.47916666666666663,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333
19-5011.00,Occupational Health and Safety Specialists,0.047619047619047616,0.3333333333333333,0.6190476190476191,0.2857142857142857,0.3571428571428571,0.42857142857142855
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.08888888888888889,0.2,0.3111111111111111,0.17777777777777778,0.2888888888888889,0.4
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.05263157894736842,0.2894736842105263,0.5263157894736842,0.24561403508771928,0.32456140350877194,0.40350877192982454
21-1013.00,Marriage and Family Therapists,0.07407407407407407,0.1111111111111111,0.14814814814814814,0.18518518518518517,0.2777777777777778,0.37037037037037035
21-1014.00,Mental Health Counselors,0.0784313725490196,0.2549019607843137,0.43137254901960786,0.11764705882352941,0.2647058823529412,0.4117647058823529
21-1021.00,"Child, Family, and School Social Workers",0.05714285714285714,0.24285714285714285,0.42857142857142855,0.17142857142857143,0.3,0.42857142857142855
21-1022.00,Healthcare Social Workers,0.03125,0.34375,0.65625,0.1875,0.421875,0.65625
21-1091.00,Health Education Specialists,0.25806451612903225,0.532258064516129,0.8064516129032258,0.25806451612903225,0.5,0.7419354838709677
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.15789473684210525,0.39473684210526316,0.631578947368421,0.2894736842105263,0.4473684210526315,0.6052631578947368
21-2011.00,Clergy,0.19047619047619047,0.3333333333333333,0.47619047619047616,0.19047619047619047,0.23809523809523808,0.2857142857142857
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",0.25,0.5113636363636364,0.7727272727272727,0.36363636363636365,0.5909090909090909,0.8181818181818182
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",0.2,0.5375,0.875,0.4,0.65,0.9
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",0.27906976744186046,0.5581395348837209,0.8372093023255813,0.37209302325581395,0.6162790697674418,0.8604651162790697
25-2011.00,"Preschool Teachers, Except Special Education",0.06060606060606061,0.2272727272727273,0.3939393939393939,0.15151515151515152,0.3106060606060606,0.4696969696969697
25-2012.00,"Kindergarten Teachers, Except Special Education",0.0547945205479452,0.2328767123287671,0.410958904109589,0.136986301369863,0.29452054794520544,0.4520547945205479
25-2021.00,"Elementary School Teachers, Except Special Education",0.05405405405405406,0.31081081081081086,0.5675675675675675,0.13513513513513514,0.31081081081081086,0.4864864864864865
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",0.031746031746031744,0.3333333333333333,0.6349206349206349,0.15873015873015872,0.3412698412698413,0.5238095238095237
25-2056.00,"Special Education Teachers, Elementary School",0.1,0.31666666666666665,0.5333333333333333,0.16666666666666666,0.35,0.5333333333333333
25-2059.01,Adapted Physical Education Specialists,0.30000000000000004,0.47500000000000003,0.65,0.2,0.25,0.30000000000000004
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.42500000000000004,0.8500000000000001,0.05,0.3125,0.5750000000000001
27-1022.00,Fashion Designers,0.0,0.390625,0.78125,0.125,0.375,0.625
27-1024.00,Graphic Designers,0.0,0.5,1.0,0.0,0.4107142857142857,0.8214285714285714
27-2011.00,Actors,0.15625,0.1875,0.21875,0.125,0.15625,0.1875
27-2012.00,Producers and Directors,0.1702127659574468,0.46808510638297873,0.7659574468085106,0.2553191489361702,0.4787234042553191,0.7021276595744681
27-2042.00,Musicians and Singers,0.24489795918367346,0.4081632653061224,0.5714285714285714,0.1020408163265306,0.13265306122448978,0.16326530612244897
27-3023.00,"News Analysts, Reporters, and Journalists",0.3,0.65,1.0,0.43333333333333335,0.6333333333333333,0.8333333333333334
27-3031.00,Public Relations Specialists,0.24242424242424243,0.5909090909090909,0.9393939393939394,0.6363636363636364,0.7878787878787878,0.9393939393939394
27-3041.00,Editors,0.3529411764705882,0.6470588235294118,0.9411764705882353,0.5294117647058824,0.6470588235294118,0.7647058823529411
27-3043.00,Writers and Authors,0.7307692307692308,0.8653846153846154,1.0,0.6153846153846154,0.8076923076923077,1.0
27-3091.00,Interpreters and Translators,0.88,0.88,0.88,0.8,0.84,0.88
27-4021.00,Photographers,0.041666666666666664,0.38541666666666663,0.7291666666666666,0.020833333333333332,0.21875,0.41666666666666663
27-4032.00,Film and Video Editors,0.1111111111111111,0.5277777777777778,0.9444444444444444,0.1388888888888889,0.4722222222222222,0.8055555555555555
29-1031.00,Dietitians and Nutritionists,0.14634146341463417,0.5487804878048781,0.951219512195122,0.2682926829268293,0.4634146341463415,0.6585365853658537
29-1122.00,Occupational Therapists,0.12121212121212122,0.30303030303030304,0.48484848484848486,0.12121212121212122,0.3939393939393939,0.6666666666666667
29-1125.00,Recreational Therapists,0.09090909090909091,0.3181818181818182,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.6363636363636364
29-1127.00,Speech-Language Pathologists,0.17073170731707318,0.45121951219512196,0.7317073170731707,0.0975609756097561,0.3902439024390244,0.6829268292682927
29-1141.00,Registered Nurses,0.047619047619047616,0.3333333333333333,0.6190476190476191,0.19047619047619047,0.38095238095238093,0.5714285714285714
29-2034.00,Radiologic Technologists and Technicians,0.0,0.3771929824561403,0.7543859649122806,0.10526315789473684,0.2807017543859649,0.45614035087719296
29-9091.00,Athletic Trainers,0.09302325581395349,0.27906976744186046,0.46511627906976744,0.32558139534883723,0.4069767441860465,0.4883720930232558
33-2011.00,Firefighters,0.10526315789473684,0.14035087719298245,0.17543859649122806,0.07017543859649122,0.08771929824561403,0.10526315789473684
33-3021.06,Intelligence Analysts,0.08823529411764705,0.5294117647058824,0.9705882352941176,0.08823529411764705,0.39705882352941174,0.7058823529411764
33-3051.00,Police and Sheriff's Patrol Officers,0.06896551724137931,0.25,0.43103448275862066,0.13793103448275862,0.23275862068965517,0.3275862068965517
39-9031.00,Exercise Trainers and Group Fitness Instructors,0.0,0.014705882352941176,0.029411764705882353,0.14705882352941177,0.23529411764705882,0.3235294117647059
41-9021.00,Real Estate Brokers,0.0,0.5,1.0,0.125,0.421875,0.71875
41-9022.00,Real Estate Sales Agents,0.0,0.4375,0.875,0.2857142857142857,0.4107142857142857,0.5357142857142857
19-3093.00,Historians,0.10526315789473684,0.47368421052631576,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894
